Date,Package,Title,year
2017-07-27,Delta,Measure of Agreement Between Two Raters,2017
2017-07-27,dHSIC,Independence Testing via Hilbert Schmidt Independence Criterion,2017
2017-07-27,diagis,"Diagnostic Plot and Multivariate Summary Statistics of Weighted
Samples from Importance Sampling",2017
2017-07-27,fastR,Foundations and Applications of Statistics Using R,2017
2017-07-27,lsplsGlm,Classification using LS-PLS for Logistic Regression,2017
2017-07-27,mosaicCalc,"Function-Based Numerical and Symbolic Differentiation and
Antidifferentiation",2017
2017-07-27,optiSolve,"Linear, Quadratic, and Rational Optimization",2017
2017-07-27,plotmo,Plot a Model's Response and Residuals,2017
2017-07-27,RHMS,Hydrologic Modelling System for R Users,2017
2017-07-27,rxylib,Import XY-Data into R,2017
2017-07-27,simsurv,Simulate Survival Data,2017
2017-07-27,subselect,Selecting Variable Subsets,2017
2017-07-27,windfarmGA,Genetic Algorithm for Wind Farm Layout Optimization,2017
2017-07-26,CensMixReg,Censored Linear Mixture Regression Models,2017
2017-07-26,exCon,Interactive Exploration of Contour Data,2017
2017-07-26,ggpval,Annotate Statistical Tests for 'ggplot2',2017
2017-07-26,gifti,Reads in 'Neuroimaging' 'GIFTI' Files with Geometry Information,2017
2017-07-26,iRF,iterative Random Forests,2017
2017-07-26,loon,Interactive Statistical Data Visualization,2017
2017-07-26,maxTPR,Maximizing the TPR for a Specified FPR,2017
2017-07-26,mirtCAT,"Computerized Adaptive Testing with Multidimensional Item
Response Theory",2017
2017-07-26,sandwich,Robust Covariance Matrix Estimators,2017
2017-07-26,sdm,Species Distribution Modelling,2017
2017-07-26,SpecHelpers,Spectroscopy Related Utilities,2017
2017-07-26,sweep,Tidy Tools for Forecasting,2017
2017-07-26,table1xls,"Exports Reproducible Summary Tables to Multi-Tab Spreadsheet
Files (.xls or .xlsx)",2017
2017-07-26,unrepx,Analysis and Graphics for Unreplicated Experiments,2017
2017-07-25,aniDom,Inferring Dominance Hierarchies and Estimating Uncertainty,2017
2017-07-25,bayeslongitudinal,Adjust Longitudinal Regression Models Using Bayesian Methodology,2017
2017-07-25,CerioliOutlierDetection,"Outlier Detection Using the Iterated RMCD Method of Cerioli
(2010)",2017
2017-07-25,concaveman,A Very Fast 2D Concave Hull Algorithm,2017
2017-07-25,datasus,An Interface to DATASUS System,2017
2017-07-25,gambin,Fit the Gambin Model to Species Abundance Distributions,2017
2017-07-25,gamm4,Generalized Additive Mixed Models using 'mgcv' and 'lme4',2017
2017-07-25,ggseqlogo,"A 'ggplot2' Extension for Drawing Publication-Ready Sequence
Logos",2017
2017-07-25,MiRKAT,Microbiome Regression-Based Kernel Association Test,2017
2017-07-25,MRTSampleSize,A Sample Size Calculator for Micro-Randomized Trials,2017
2017-07-25,netCoin,Interactive Networks with R,2017
2017-07-25,PowerNormal,Power Normal Distribution,2017
2017-07-25,qqplotr,Quantile-Quantile Plot Extensions for 'ggplot2',2017
2017-07-25,qtlmt,Tools for Mapping Multiple Complex Traits,2017
2017-07-25,QTLRel,"Tools for Mapping of Quantitative Traits of Genetically Related
Individuals and Calculating Identity Coefficients from
Pedigrees",2017
2017-07-25,RxnSim,Functions to Compute Chemical Reaction Similarity,2017
2017-07-25,seqICP,Sequential Invariant Causal Prediction,2017
2017-07-25,sequoia,Pedigree Inference from SNPs,2017
2017-07-25,sidrar,An Interface to IBGE's SIDRA API,2017
2017-07-25,timetk,A Tool Kit for Working with Time Series in R,2017
2017-07-25,treeDA,Tree-Based Discriminant Analysis,2017
2017-07-25,VGAM,Vector Generalized Linear and Additive Models,2017
2017-07-25,WhatIf,Evaluate Counterfactuals,2017
2017-07-24,APSIM,"General Utility Functions for the 'Agricultural Production
Systems Simulator'",2017
2017-07-24,cordillera,Calculation of the OPTICS Cordillera,2017
2017-07-24,devEMF,EMF Graphics Output Device,2017
2017-07-24,EFS,Tool for Ensemble Feature Selection,2017
2017-07-24,estprod,Estimation of Production Functions,2017
2017-07-24,GGEBiplots,GGE Biplots with 'ggplot2',2017
2017-07-24,gIPFrm,Generalized Iterative Proportional Fitting for Relational Models,2017
2017-07-24,l0ara,"Sparse Generalized Linear Model with L0 Approximation for
Feature Selection",2017
2017-07-24,mdsOpt,Searching for Optimal MDS Procedure for Metric Data,2017
2017-07-24,mdsr,Complement to 'Modern Data Science with R',2017
2017-07-24,modelr,Modelling Functions that Work with the Pipe,2017
2017-07-24,pcensmix,Model Fitting to Progressively Censored Mixture Data,2017
2017-07-24,plumber,An API Generator for R,2017
2017-07-24,reproducer,Reproduce Statistical Analyses and Meta-Analyses,2017
2017-07-24,simglm,Simulate Models Based on the Generalized Linear Model,2017
2017-07-24,spup,Spatial Uncertainty Propagation Analysis,2017
2017-07-23,aRpsDCA,Arps Decline Curve Analysis in R,2017
2017-07-23,c2c,"Compare Two Classifications or Clustering Solutions of Varying
Structure",2017
2017-07-23,dlsem,Distributed-Lag Linear Structural Equation Modelling,2017
2017-07-23,geoGAM,Select Sparse Geoadditive Models for Spatial Prediction,2017
2017-07-23,jpndistrict,Create Japanese Administration Area and Office Maps,2017
2017-07-23,mboost,Model-Based Boosting,2017
2017-07-23,mirt,Multidimensional Item Response Theory,2017
2017-07-23,RQDA,R-Based Qualitative Data Analysis,2017
2017-07-23,wgeesel,Weighted Generalized Estimating Equations and Model Selection,2017
2017-07-22,dat,Tools for Data Manipulation,2017
2017-07-22,dsmodels,"A Language to Facilitate Simulation and Visualization of
Two-Dimensional Dynamical Systems",2017
2017-07-22,faoutlier,"Influential Case Detection Methods for Factor Analysis and
Structural Equation Models",2017
2017-07-22,modules,Self Contained Units of Source Code,2017
2017-07-22,prisonbrief,Downloads and Parses World Prison Brief Data,2017
2017-07-22,valr,Genome Interval Arithmetic in R,2017
2017-07-22,vcov,Variance-Covariance Matrices and Standard Errors,2017
2017-07-21,bayesm,Bayesian Inference for Marketing/Micro-Econometrics,2017
2017-07-21,bdvis,Biodiversity Data Visualizations,2017
2017-07-21,bold,Interface to Bold Systems API,2017
2017-07-21,FuzzyStatProb,"Fuzzy Stationary Probabilities from a Sequence of Observations
of an Unknown Markov Chain",2017
2017-07-21,getPass,Masked User Input,2017
2017-07-21,grf,Generalized Random Forests (Beta),2017
2017-07-21,igraph,Network Analysis and Visualization,2017
2017-07-21,IMPACT,The Impact of Items,2017
2017-07-21,metansue,"Meta-Analysis of Studies with Non Statistically-Significant
Unreported Effects",2017
2017-07-21,minerva,"Maximal Information-Based Nonparametric Exploration for Variable
Analysis",2017
2017-07-21,moveHMM,Animal Movement Modelling using Hidden Markov Models,2017
2017-07-21,pollen,Analysis of Aerobiological Data,2017
2017-07-21,Rdrools,A Rules Engine Based on 'Drools',2017
2017-07-21,RSDA,R to Symbolic Data Analysis,2017
2017-07-21,RSiteCatalyst,R Client for Adobe Analytics API V1.4,2017
2017-07-21,spgs,Statistical Patterns in Genomic Sequences,2017
2017-07-21,spNNGP,"Spatial Regression Models for Large Datasets using Nearest
Neighbor Gaussian Processes",2017
2017-07-20,ChaosGame,Chaos Game,2017
2017-07-20,DCA,Dynamic Correlation Analysis for High Dimensional Data,2017
2017-07-20,pcaL1,L1-Norm PCA Methods,2017
2017-07-20,pdp,Partial Dependence Plots,2017
2017-07-20,picasso,Pathwise Calibrated Sparse Shooting Algorithm,2017
2017-07-20,productivity,Indices of Productivity Using Data Envelopment Analysis (DEA),2017
2017-07-20,spark,'Sparklines' in the 'R' Terminal,2017
2017-07-19,atus,American Time Use Survey Data,2017
2017-07-19,BayesianGLasso,Bayesian Graphical Lasso,2017
2017-07-19,beginr,Functions for R Beginners,2017
2017-07-19,corHMM,Analysis of Binary Character Evolution,2017
2017-07-19,Counterfactual,Estimation and Inference Methods for Counterfactual Analysis,2017
2017-07-19,cubature,Adaptive Multivariate Integration over Hypercubes,2017
2017-07-19,datadogr,R Client for 'Datadog' API,2017
2017-07-19,dicecrawler,Downloads Job Descriptions from Dice.com,2017
2017-07-19,drfit,Dose-Response Data Evaluation,2017
2017-07-19,FastSF,Fast Structural Filtering,2017
2017-07-19,geofacet,'ggplot2' Faceting Utilities for Geographical Data,2017
2017-07-19,geostatsp,Geostatistical Modelling with Likelihood and Bayes,2017
2017-07-19,git2r,Provides Access to Git Repositories,2017
2017-07-19,harmonicmeanp,"Harmonic Mean p-Values and Model Averaging by Mean Maximum
Likelihood",2017
2017-07-19,ibmdbR,IBM in-Database Analytics for R,2017
2017-07-19,ivregEX,"Create Independent Evidence in IV Analyses and Do Sensitivity
Analysis in Regression and IV Analysis",2017
2017-07-19,knitrBootstrap,'knitr' Bootstrap Framework,2017
2017-07-19,liquidSVM,A Fast and Versatile SVM Package,2017
2017-07-19,mindr,Convert Files Between Markdown or Rmarkdown Files and Mindmaps,2017
2017-07-19,neat,Efficient Network Enrichment Analysis Test,2017
2017-07-19,OBRE,Optimal B-Robust Estimator Tools,2017
2017-07-19,refimpact,API Wrapper for the UK REF 2014 Impact Case Studies Database,2017
2017-07-19,scifigure,"Visualize Reproducibility and Replicability in a Comparison of
Scientific Studies",2017
2017-07-19,sfinx,Straightforward Filtering Index for AP-MS Data Analysis (SFINX),2017
2017-07-19,spBayes,Univariate and Multivariate Spatial-Temporal Modeling,2017
2017-07-19,stabs,Stability Selection with Error Control,2017
2017-07-19,subscreen,Systematic Screening of Study Data for Subgroup Effects,2017
2017-07-19,surveydata,Tools to Work with Survey Data,2017
2017-07-19,sybil,Efficient Constrained Based Modelling,2017
2017-07-18,bsplinePsd,"Bayesian Nonparametric Spectral Density Estimation Using
B-Spline Priors",2017
2017-07-18,denoiSeq,Differential Expression Analysis Using a Bottom-Up Model,2017
2017-07-18,diffpriv,Easy Differential Privacy,2017
2017-07-18,kerndwd,Distance Weighted Discrimination (DWD) and Kernel Methods,2017
2017-07-18,languagelayeR,Access the 'languagelayer' API,2017
2017-07-18,mau,Decision Models with Multi Attribute Utility Theory,2017
2017-07-18,mbbefd,"Maxwell Boltzmann Bose Einstein Fermi Dirac Distribution and
Destruction Rate Modelling",2017
2017-07-18,NetworkInference,Inferring Latent Diffusion Networks,2017
2017-07-18,optparse,Command Line Option Parser,2017
2017-07-18,ouch,"Ornstein-Uhlenbeck Models for Phylogenetic Comparative
Hypotheses",2017
2017-07-18,pinyin,Convert Chinese Characters into Pinyin,2017
2017-07-18,ratios,"Calculating Ratios Between Two Data Sets and Correction for
Adhering Particles on Plants",2017
2017-07-18,RcppAPT,'Rcpp' Interface to the APT Package Manager,2017
2017-07-18,riverdist,River Network Distance Computation and Applications,2017
2017-07-18,rodham,Fetch Hillary Rodham Clinton's Emails,2017
2017-07-18,Rvmmin,Variable Metric Nonlinear Function Minimization,2017
2017-07-18,social,Social Autocorrelation,2017
2017-07-18,subplex,Unconstrained Optimization using the Subplex Algorithm,2017
2017-07-18,SuperLearner,Super Learner Prediction,2017
2017-07-18,toOrdinal,Cardinal to Ordinal Number Conversion,2017
2017-07-18,wfe,"Weighted Linear Fixed Effects Regression Models for Causal
Inference",2017
2017-07-17,antaresViz,Antares Visualizations,2017
2017-07-17,brlrmr,Bias Reduction with Missing Binary Response,2017
2017-07-17,Census2016,Data from the Australian Census 2016,2017
2017-07-17,cnbdistr,Conditional Negative Binomial Distribution,2017
2017-07-17,coin,Conditional Inference Procedures in a Permutation Test Framework,2017
2017-07-17,constants,"Reference on Constants, Units and Uncertainty",2017
2017-07-17,corr2D,Implementation of 2D Correlation Analysis in R,2017
2017-07-17,ercv,Fitting Tails by the Empirical Residual Coefficient of Variation,2017
2017-07-17,flexsurvcure,Flexible Parametric Cure Models,2017
2017-07-17,fragilityindex,Fragility Index,2017
2017-07-17,ggtern,"An Extension to 'ggplot2', for the Creation of Ternary Diagrams",2017
2017-07-17,gWidgetsRGtk2,Toolkit Implementation of gWidgets for RGtk2,2017
2017-07-17,Hotelling,Hotelling's T^2 Test and Variants,2017
2017-07-17,LCox,"A Tool for Selecting Genes Related to Survival Outcomes using
Longitudinal Gene Expression Data",2017
2017-07-17,mclogit,Mixed Conditional Logit Models,2017
2017-07-17,mixsmsn,"Fitting Finite Mixture of Scale Mixture of Skew-Normal
Distributions",2017
2017-07-17,multiApply,Apply Functions to Multiple Multidimensional Arguments,2017
2017-07-17,PearsonDS,Pearson Distribution System,2017
2017-07-17,sergeant,Tools to Transform and Query Data with 'Apache' 'Drill',2017
2017-07-17,spc4sts,Statistical Process Control for Stochastic Textured Surfaces,2017
2017-07-17,timeSeq,"Detecting Differentially Expressed Genes in Time Course RNA-Seq
Data",2017
2017-07-16,bcrypt,'Blowfish' Password Hashing Algorithm,2017
2017-07-16,gh,'GitHub' 'API',2017
2017-07-16,llogistic,The L-Logistic Distribution,2017
2017-07-16,paco,Procrustes Application to Cophylogenetic Analysis,2017
2017-07-16,rPraat,Interface to Praat,2017
2017-07-16,senstrat,Sensitivity Analysis for Stratified Observational Studies,2017
2017-07-16,taxa,Taxonomic Classes,2017
2017-07-16,vembedr,Functions to Embed Video in HTML,2017
2017-07-15,centiserve,Find Graph Centrality Indices,2017
2017-07-15,datastructures,Implementation of Core Data Structures,2017
2017-07-15,docker,Wraps Docker Python SDK,2017
2017-07-15,DrImpute,Imputing Dropout Events in Single-Cell RNA-Sequencing Data,2017
2017-07-15,httk,High-Throughput Toxicokinetics,2017
2017-07-15,mapedit,Interactive Editing of Spatial Data in R,2017
2017-07-15,randomForestExplainer,"Explaining and Visualizing Random Forests in Terms of Variable
Importance",2017
2017-07-15,spongecake,Transform a Movie into a Synthetic Picture,2017
2017-07-15,tetraclasse,Satisfaction Analysis using Tetraclasse Model and Llosa Matrix,2017
2017-07-15,TSF,"Two Stage Forecasting (TSF) for Long Memory Time Series in
Presence of Structural Break",2017
2017-07-14,BimodalIndex,The Bimodality Index,2017
2017-07-14,ClustGeo,Hierarchical Clustering with Spatial Constraints,2017
2017-07-14,credsubs,Credible Subsets,2017
2017-07-14,deSolve,"Solvers for Initial Value Problems of Differential Equations
('ODE', 'DAE', 'DDE')",2017
2017-07-14,EMSC,Extended Multiplicative Signal Correction,2017
2017-07-14,geotoolsR,Tools to Improve the Use of Geostatistic,2017
2017-07-14,grt,General Recognition Theory,2017
2017-07-14,mize,Unconstrained Numerical Optimization Algorithms,2017
2017-07-14,MplusAutomation,Automating Mplus Model Estimation and Interpretation,2017
2017-07-14,sitreeE,Sitree Extensions,2017
2017-07-14,stoRy,Theme Enrichment Analysis for Stories,2017
2017-07-14,survtmle,"Compute Targeted Minimum Loss-Based Estimates in Right-Censored
Survival Settings",2017
2017-07-14,teachingApps,"Apps for Teaching Statistics, R Programming, and Shiny App
Development",2017
2017-07-13,acebayes,Optimal Bayesian Experimental Design using the ACE Algorithm,2017
2017-07-13,antaresProcessing,Antares Results Processing,2017
2017-07-13,bea.R,Bureau of Economic Analysis API,2017
2017-07-13,ClusVis,Gaussian-Based Visualization of Generic Model-Based Clustering,2017
2017-07-13,ecodist,Dissimilarity-Based Functions for Ecological Analysis,2017
2017-07-13,GenAlgo,"Classes and Methods to Use Genetic Algorithms for Feature
Selection",2017
2017-07-13,ICEbox,Individual Conditional Expectation Plot Toolbox,2017
2017-07-13,interfr,Interference Color Charts for Polarized Light Microscopy,2017
2017-07-13,Modeler,"Classes and Methods for Training and Using Binary Prediction
Models",2017
2017-07-13,mountainplot,"Mountain Plots, Folded Empirical Cumulative Distribution Plots",2017
2017-07-13,mwaved,"Multichannel Wavelet Deconvolution with Additive Long Memory
Noise",2017
2017-07-13,noaastormevents,Explore NOAA Storm Events Database,2017
2017-07-13,pagenum,Put Page Numbers on Graphics,2017
2017-07-13,PreProcess,Basic Functions for Pre-Processing Microarrays,2017
2017-07-13,RNRCS,Download NRCS Data,2017
2017-07-13,RPresto,DBI Connector to Presto,2017
2017-07-13,RTriangle,Triangle - A 2D Quality Mesh Generator and Delaunay Triangulator,2017
2017-07-13,swmmr,R Interface for US EPA's SWMM,2017
2017-07-13,UBL,"An Implementation of Re-Sampling Approaches to Utility-Based
Learning for Both Classification and Regression Tasks",2017
2017-07-12,adepro,"A Shiny Application for the (Audio-)Visualization of Adverse
Event Profiles",2017
2017-07-12,BayesianNetwork,Bayesian Network Modeling and Analysis,2017
2017-07-12,CEGO,Combinatorial Efficient Global Optimization,2017
2017-07-12,ClassDiscovery,"Classes and Methods for ""Class Discovery"" with Microarrays or
Proteomics",2017
2017-07-12,facebook.S4,Access to Facebook API V2 via a Set of S4 Classes,2017
2017-07-12,hommel,"Methods for Closed Testing with Simes Inequality, in Particular
Hommel's Method",2017
2017-07-12,interim,Scheduling Interim Analyses in Clinical Trials,2017
