"";"text";"restaurante";"text_clean"
"850";"preciso aproveitar esse black friday do mc donalds";"Lanchonete1";"preciso aproveitar esse black friday do  "
"851";"só estou pela rodada dupla de batata do mc donalds";"Lanchonete1";"só estou pela rodada dupla de batata do  "
"852";"e essa vontade de comer no mc donalds que não passaaa";"Lanchonete1";"e essa vontade de comer no   que não passaaa"
"853";"não sei se vou no bk que tem balde de batata frita
no mc donalds que tem refil de batata frita 
ou se vou no burger simples que tem 20% de desconto!!!

me ajuda deus";"Lanchonete1";"não sei se vou no  que tem balde de batata frita
no   que tem refil de batata frita 
ou se vou no  simples que tem  de desconto

me ajuda deus"
"854";"mc donalds - refil de batata frita
burguer king - combo, troca a batata frita media pelo balde de batata frita. 

mano isso é black friday";"Lanchonete1";"   refil de batata frita
burguer   combo troca a batata frita media pelo balde de batata frita 

mano isso é black friday"
"855";"o pai que destruiu a confiança do filho no mc donalds. estratégias para dialogar com seu filho com sabedoria.
https://t.co/pps84fgrod";"Lanchonete1";"o pai que destruiu a confiança do filho no   estratégias para dialogar com seu filho com sabedoria
httpstcoppsfgrod"
"856";"queria ir no mc'donalds come o amburgue de lá mais isso não será possível ' 😣";"Lanchonete1";"queria ir no  come o amburgue de lá mais isso não será possível  😣"
"857";"fico feliz em saber dessas ofertas do mc donalds e bk mas aí lembro da fila que vai ficar";"Lanchonete1";"fico feliz em saber dessas ofertas do   e  mas aí lembro da fila que vai ficar"
"858";"mc donalds: blackfriday vai ser open batata frita galera

burguer king: oq disse palhaço? https://t.co/j0lgdftp1j";"Lanchonete1";"  blackfriday vai ser open batata frita galera

burguer  oq disse palhaço httpstcojlgdftpj"
"859";"acordei pensando se como o balde de batata do bk ou o refil do mc donalds";"Lanchonete1";"acordei pensando se como o balde de batata do  ou o refil do  "
"860";"não quero perde esse black friday do mc donalds";"Lanchonete1";"não quero perde esse black friday do  "
"861";"mano qual é que eu saiba mc donalds nao tem um lanchão de shimeji daqueles";"Lanchonete1";"mano qual é que eu saiba   nao tem um lanchão de shimeji daqueles"
"862";"vai tá mc donalds amanhã 😋 https://t.co/fpwgzhk0xw";"Lanchonete1";"vai tá   amanhã 😋 httpstcofpwgzhkxw"
"863";"mc donalds foi o unico q nao fez uma promocao descente humf";"Lanchonete1";"  foi o unico q nao fez uma promocao descente humf"
"864";"mc donalds não serve nem pra fazer black friday direito e deixar refil de fritas por@meia hora porra não fode";"Lanchonete1";"  não serve nem pra fazer black friday direito e deixar refil de fritas pormeia hora porra não fode"
"865";"@ewsantiago99 @felipe_pery @exercitooficial agora ele vai por em prática o que aprendeu no exército, faxinar no mc donalds";"Lanchonete1";"ewsantiago felipepery exercitooficial agora ele vai por em prática o que aprendeu no exército faxinar no  "
"866";"não aguento mais mc donalds";"Lanchonete1";"não aguento mais  "
"867";"aonde q o combo do mc donalds é 30 gente? sempre comprei por 20$ enquanto no bk é uns 25/26$ https://t.co/dhglmxvpc5";"Lanchonete1";"aonde q o combo do   é  gente sempre comprei por $ enquanto no  é uns $ httpstcodhglmxvpc"
"868";"burguer king pode me dar um barril de batata que eu ainda vou no mc donalds";"Lanchonete1";"burguer  pode me dar um barril de batata que eu ainda vou no  "
"869";"é disso que o mundo precisa! batata frita em dobro! #quero 🍟🍟

black friday do mcdonald's terá refil de batata frita - notícias | sou bh https://t.co/cwbeafiidx via @eusoubh";"Lanchonete1";"é disso que o mundo precisa batata frita em dobro #quero 🍟🍟

black friday do s terá refil de batata frita  notícias | sou bh httpstcocwbeafiidx via eusoubh"
"870";"ainda assim prefiro mc donalds https://t.co/f1scjxb3jl";"Lanchonete1";"ainda assim prefiro   httpstcofscjxbjl"
"871";"mc donalds nunca mais vai fazer black friday depois que falir amanhã";"Lanchonete1";"  nunca mais vai fazer black friday depois que falir amanhã"
"872";"mc donalds tem batata gostosa, burger king tem batata com gosto de refrita https://t.co/uon98ogwmy";"Lanchonete1";"  tem batata gostosa  tem batata com gosto de refrita httpstcouonogwmy"
"873";"os mnr aqui da sala tao viajando na black friday do mc donalds kkkkkk";"Lanchonete1";"os mnr aqui da sala tao viajando na black friday do   kkkkkk"
"874";"tô com tanta vontade da batata do mc donalds por causa dessas notícias de black friday q tô sentindo até o cheiro da batata vindo do além";"Lanchonete1";"tô com tanta vontade da batata do   por causa dessas notícias de black friday q tô sentindo até o cheiro da batata vindo do além"
"875";"esses dias falei que tava com desejo de comer um lanche do bk ou mc donalds
eis que estamos na black friday eis que tem varias promoções socorro";"Lanchonete1";"esses dias falei que tava com desejo de comer um lanche do  ou  
eis que estamos na black friday eis que tem varias promoções socorro"
"876";"sexta vai estar impossível entrar no mc donalds mané";"Lanchonete1";"sexta vai estar impossível entrar no   mané"
"877";"quem prefere mc donalds faça o favor de me dar unfollow. https://t.co/tnyjj92x6n";"Lanchonete1";"quem prefere   faça o favor de me dar unfollow httpstcotnyjjxn"
"878";"alguém nesse mundo prefere mc donalds do que burguer king???";"Lanchonete1";"alguém nesse mundo prefere   do que burguer "
"879";"será que o mc donalds já está aberto ?";"Lanchonete1";"será que o   já está aberto "
"880";"@alanisgt mc donalds é smp caro kk";"Lanchonete1";"alanisgt   é smp caro kk"
"881";"pau no cu do mc donalds https://t.co/8wvbfnhuyv";"Lanchonete1";"pau no cu do   httpstcowvbfnhuyv"
"882";"como vcs preferem mc donalds à bk????? pelo amor né gente, bk tem cebola e refil grátis só dai já ganhou";"Lanchonete1";"como vcs preferem   à  pelo amor né gente  tem cebola e refil grátis só dai já ganhou"
"883";"mas não vou mentir que tô morrendo de vontade. era preu ter ido sábado mas acabei indo no mc donalds. 😭";"Lanchonete1";"mas não vou mentir que tô morrendo de vontade era preu ter ido sábado mas acabei indo no   😭"
"884";"agora me bateu uma saudade da paradinha do mc donalds no meio da estrada e da paradinha no tim hortons pra fazer xixi e ninguém pega café, só as coisas da conveniência";"Lanchonete1";"agora me bateu uma saudade da paradinha do   no meio da estrada e da paradinha no tim hortons pra fazer xixi e ninguém pega café só as coisas da conveniência"
"885";"acampamento, amo mais que mc donalds. https://t.co/p8zx4nvpaj";"Lanchonete1";"acampamento amo mais que   httpstcopzxnvpaj"
"886";"acampamento, amo mais que mc donalds. https://t.co/ghctpzii1b";"Lanchonete1";"acampamento amo mais que   httpstcoghctpziib"
"887";"eu to tao entediada que eu descobri que existem 19 tipos de sanduiches diferentes no mc donalds";"Lanchonete1";"eu to tao entediada que eu descobri que existem  tipos de sanduiches diferentes no  "
"888";"@ichline para de show que ganhou um mc donalds meu anjo";"Lanchonete1";"ichline para de show que ganhou um   meu anjo"
"889";"o sanduiche do mc donalds é o melhor mas não vamos comparar as batatas né more bk arrasa em batata frita https://t.co/q694ocbjfb";"Lanchonete1";"o sanduiche do   é o melhor mas não vamos comparar as batatas né more  arrasa em batata frita httpstcoqocbjfb"
"890";"faltou dizer q no bk tem maionese e no mc donalds nao https://t.co/alyakqw722";"Lanchonete1";"faltou dizer q no  tem maionese e no   nao httpstcoalyakqw"
"891";"ah naooooo mc donalds eles n sabem oq falam https://t.co/nmjnyctbrh";"Lanchonete1";"ah naooooo   eles n sabem oq falam httpstconmjnyctbrh"
"892";"sonhei que minha namorada tinha me dado um boneco do mc donalds, acordei feliz achando que era vdd. mas foi só mais uma ilusão";"Lanchonete1";"sonhei que minha namorada tinha me dado um boneco do   acordei feliz achando que era vdd mas foi só mais uma ilusão"
"893";"só queria ir no mc donalds hoje";"Lanchonete1";"só queria ir no   hoje"
"894";"sofia vem nos pedindo um dinossauro há uns dias e ontem, comendo mc donalds, ela ganhou um..
👩🏼 olha sosô!! um dinossauro 
👧🏼 aahh!! um dinossauro...
👩🏼 sabe como ele se chama? yoshi...
👧🏼 não mamãe, “yoji” não... ele é o dinossauro... 
👩🏼 ok... rsrs";"Lanchonete1";"sofia vem nos pedindo um dinossauro há uns dias e ontem comendo   ela ganhou um
👩🏼 olha sosô um dinossauro 
👧🏼 aahh um dinossauro
👩🏼 sabe como ele se chama yoshi
👧🏼 não mamãe yoji não ele é o dinossauro 
👩🏼 ok rsrs"
"895";"se vcs comprarem essa black friday do mc donalds cruz credo, bk é black friday todo dia o ano inteiro";"Lanchonete1";"se vcs comprarem essa black friday do   cruz credo  é black friday todo dia o ano inteiro"
"896";"oq as pesoas vao comprar no black fryday : ""celular tv geladeira etc..""
oq eu vou comprar no black fryday :""batata no mc donalds""";"Lanchonete1";"oq as pesoas vao comprar no black fryday  celular tv geladeira etc
oq eu vou comprar no black fryday batata no  "
"897";"eu tô sem respirar de tanto rir, o alemão acabou de me mandar mensagem dizendo que roubou a cadeira do mc donalds socorro";"Lanchonete1";"eu tô sem respirar de tanto rir o alemão acabou de me mandar mensagem dizendo que roubou a cadeira do   socorro"
"898";"essas gírias de carioca é muito estranho ""tá mec"" ""chuva de mec"", só consigo imaginar uma chuva com vários lanche do mc donalds";"Lanchonete1";"essas gírias de carioca é muito estranho tá mec chuva de mec só consigo imaginar uma chuva com vários lanche do  "
"899";"to voltando  a ir no mc donalds  todo dia 😟";"Lanchonete1";"to voltando  a ir no    todo dia 😟"
"900";"mc donalds fez mo merchandising eu achando que era refil de batata me iludiu";"Lanchonete1";"  fez mo merchandising eu achando que era refil de batata me iludiu"
"901";"e fome de mc donalds";"Lanchonete1";"e fome de  "
"902";"bk melhor fast food mc donalds oq eu tenho a ver https://t.co/fqpgkyvk3o";"Lanchonete1";" melhor fast food   oq eu tenho a ver httpstcofqpgkyvko"
"903";"minha maior alegria nesse black friday serão os descontos no mc donalds e o bk 😋";"Lanchonete1";"minha maior alegria nesse black friday serão os descontos no   e o  😋"
"904";"e ainda tem gente que quer discutir entre bk e mc donalds. ahahaha https://t.co/73ew8pv4xp";"Lanchonete1";"e ainda tem gente que quer discutir entre  e   ahahaha httpstcoewpvxp"
"905";"queria companhia p ir no mc donalds";"Lanchonete1";"queria companhia p ir no  "
"906";"bk é tão melhor que mc donalds que comparar os dois deveria ser ofensa.";"Lanchonete1";" é tão melhor que   que comparar os dois deveria ser ofensa"
"907";"@lucas_brandao7 lamento decepcionar mas o refil do mc donalds é mais um pacotinho só";"Lanchonete1";"lucasbrandao lamento decepcionar mas o refil do   é mais um pacotinho só"
"908";"tudo que eu queria era um x-egg bacon do fast, barra qualquer mc donalds tranquilo";"Lanchonete1";"tudo que eu queria era um xegg bacon do fast barra qualquer   tranquilo"
"909";"to chocada q não tem mais deluxe bacon no mc donalds 🤦🏻‍♀️";"Lanchonete1";"to chocada q não tem mais deluxe bacon no   🤦🏻‍♀️"
"910";"como alguém consegue preferir burguer king do que mc donalds eu não sei!!!!!!!!!";"Lanchonete1";"como alguém consegue preferir burguer  do que   eu não sei"
"911";"a vontade de comer mc donalds uma hora dessas";"Lanchonete1";"a vontade de comer   uma hora dessas"
"912";"melhor coisa de 2017 foi essa competição do mc donalds c burger king";"Lanchonete1";"melhor coisa de  foi essa competição do   c "
"913";"kkkkkk só um mc donalds agr";"Lanchonete1";"kkkkkk só um   agr"
"914";"@mathelsb eai em sj nem tem mc donalds";"Lanchonete1";"mathelsb eai em sj nem tem  "
"915";"@lwithp @jessdopoder todos restaurantes do mc donalds próximos de um bk tem refrigerante refil...";"Lanchonete1";"lwithp jessdopoder todos restaurantes do   próximos de um  tem refrigerante refil"
"916";"queria ser magra mas quero comer batata frita do mc donalds até passar mal, como lidar";"Lanchonete1";"queria ser magra mas quero comer batata frita do   até passar mal como lidar"
"917";"@gabrielbilola cala a boca e vamos no mc donalds";"Lanchonete1";"gabrielbilola cala a boca e vamos no  "
"918";"vcs viram que vai ter refil de batata frita média no mc donalds sexta-feira? 

agora eu vou conseguir dormir e feliz, boa noite seguimores";"Lanchonete1";"vcs viram que vai ter refil de batata frita média no   sextafeira 

agora eu vou conseguir dormir e feliz boa noite seguimores"
"919";"to vendo que o dia no tt foi de mimimi preço de maquiagem e camisa de time com duelo entre mc donalds e burger king";"Lanchonete1";"to vendo que o dia no tt foi de mimimi preço de maquiagem e camisa de time com duelo entre   e "
"920";"gente, eu tento ser fitness, tento, aí me vem o mc donalds com essa de refil de batata";"Lanchonete1";"gente eu tento ser fitness tento aí me vem o   com essa de refil de batata"
"921";"@jonjonmartins eu to é preocupada com aquele black friday do mc donalds kkkkkkkkk em plena sexta";"Lanchonete1";"jonjonmartins eu to é preocupada com aquele black friday do   kkkkkkkkk em plena sexta"
"922";"@barbara_nsantos deus me dibre garota te amo mc donalds tomara que um dia eu case com um cheddar mc melt gigante";"Lanchonete1";"barbaransantos deus me dibre garota te amo   tomara que um dia eu case com um cheddar  melt gigante"
"923";"meo deeus acabei de ver que o shopping vitória e os shopping de vila velha não participam do black fryday do mc donalds 😭";"Lanchonete1";"meo deeus acabei de ver que o shopping vitória e os shopping de vila velha não participam do black fryday do   😭"
"924";"sexta se vcs verem pessoas na porta dos shopping é só a fila do mc donalds";"Lanchonete1";"sexta se vcs verem pessoas na porta dos shopping é só a fila do  "
"925";"aquele mc donalds hoje caiu bem nen jantei sem fome ate agora";"Lanchonete1";"aquele   hoje caiu bem nen jantei sem fome ate agora"
"926";"já to vendo a fila do mc donalds dando voltas de tão grande https://t.co/0m36dgmde2";"Lanchonete1";"já to vendo a fila do   dando voltas de tão grande httpstcomdgmde"
"927";"mc donalds e bk competindo e a gente fica como ?! um buxo ! obrigada ! 🙀👍";"Lanchonete1";"  e  competindo e a gente fica como  um buxo  obrigada  🙀👍"
"928";"@juwsampaio eu finalmente encontrei alguém que pense igual a mim em relação a essa situação!!! mc donalds mil vezes melhor";"Lanchonete1";"juwsampaio eu finalmente encontrei alguém que pense igual a mim em relação a essa situação   mil vezes melhor"
"929";"mc donalds e bk tudo a mesma droga, gosto ruim, exploram funcionarios, pagam mal e enganam geral com umas batatas a mais";"Lanchonete1";"  e  tudo a mesma droga gosto ruim exploram funcionarios pagam mal e enganam geral com umas batatas a mais"
